id	GC	Sources
MGYG000113866	46.84587149	Human
MGYG000113877	45.63996362	Human
MGYG000113887	50.19748408	Human
MGYG000113902	48.4142504	Human
MGYG000113907	54.63489715	Human
MGYG000113924	46.46186164	Human
MGYG000113971	49.30244811	Human
MGYG000113974	43.31246132	Human
MGYG000113975	46.68369501	Human
MGYG000113986	54.06833558	Human
MGYG000114136	47.08309965	Human
MGYG000114320	51.9087409	Human
MGYG000114336	53.83455235	Human
MGYG000114360	44.01428631	Human
MGYG000114393	47.20429871	Human
MGYG000114400	47.40639175	Human
MGYG000114422	54.47124954	Human
MGYG000114429	50.35727749	Human
MGYG000114450	56.88400885	Human
MGYG000114457	45.56007043	Human
MGYG000114509	45.37500126	Human
MGYG000114524	45.61998092	Human
MGYG000114528	48.42543514	Human
MGYG000114617	45.02377288	Human
MGYG000114658	45.36246485	Human
MGYG000114709	50.67583679	Human
MGYG000114713	46.59656944	Human
MGYG000114730	52.02862801	Human
MGYG000114787	45.5394133	Human
MGYG000114792	45.88859877	Human
MGYG000114837	43.94649324	Human
MGYG000114848	45.4205985	Human
MGYG000114868	45.64474441	Human
MGYG000114873	55.62510387	Human
MGYG000114885	46.90324306	Human
MGYG000114886	44.98505067	Human
MGYG000114921	51.93869276	Human
MGYG000114922	51.68856492	Human
MGYG000114930	45.25817786	Human
MGYG000114974	50.22330209	Human
MGYG000115005	51.48196297	Human
MGYG000115011	50.16911122	Human
MGYG000115012	45.60790619	Human
MGYG000115040	45.06859365	Human
MGYG000115054	49.98172106	Human
MGYG000115059	45.16643452	Human
MGYG000115070	46.06482163	Human
MGYG000115112	47.48128521	Human
MGYG000115141	53.42616103	Human
MGYG000115146	43.40804311	Human
MGYG000115154	46.38321824	Human
MGYG000115157	53.17977876	Human
MGYG000115171	43.69449774	Human
MGYG000115185	52.50297642	Human
MGYG000115213	45.01699277	Human
MGYG000115241	51.68491035	Human
MGYG000115281	51.0248837	Human
MGYG000115305	45.04252369	Human
MGYG000115362	45.53437503	Human
MGYG000115377	45.2313213	Human
MGYG000115387	54.65188933	Human
MGYG000115390	43.54685152	Human
MGYG000115394	49.00924009	Human
MGYG000115443	45.48124716	Human
MGYG000115451	46.6103687	Human
MGYG000115453	48.63237588	Human
MGYG000115485	51.33800401	Human
MGYG000115498	55.44952088	Human
MGYG000115542	46.21471041	Human
MGYG000115554	49.61017155	Human
MGYG000115557	47.94582144	Human
MGYG000115566	46.03910738	Human
MGYG000115571	46.46989404	Human
MGYG000115596	42.80270282	Human
MGYG000115645	45.09297056	Human
MGYG000115657	50.59101464	Human
MGYG000115665	54.59201669	Human
MGYG000115690	52.04647871	Human
MGYG000115717	45.21157455	Human
MGYG000115739	44.91210934	Human
MGYG000115741	45.68298716	Human
MGYG000115762	49.92101894	Human
MGYG000115858	51.40587716	Human
MGYG000115945	54.61769443	Human
MGYG000115955	49.78056605	Human
MGYG000115957	49.01410094	Human
MGYG000116008	55.26779154	Human
MGYG000116013	45.53635058	Human
MGYG000116026	50.36924419	Human
MGYG000116047	51.62221765	Human
MGYG000116137	47.19692178	Human
MGYG000116162	50.72198669	Human
MGYG000116173	45.40512443	Human
MGYG000116180	44.87258815	Human
MGYG000116241	44.81503138	Human
MGYG000116249	55.89925409	Human
MGYG000116286	45.67271671	Human
MGYG000116322	50.67295551	Human
MGYG000116457	51.10109353	Human
MGYG000116463	47.4442231	Human
MGYG000116505	45.69430603	Human
MGYG000116538	43.96434684	Human
MGYG000116554	50.64331642	Human
MGYG000116557	45.98529213	Human
MGYG000116564	49.10693419	Human
MGYG000116615	39.14222992	Human
MGYG000116639	47.49848504	Human
MGYG000116666	51.06864063	Human
MGYG000116676	50.5042005	Human
MGYG000116691	45.46985042	Human
MGYG000116705	50.43211427	Human
MGYG000116719	46.14664317	Human
MGYG000116722	48.24192194	Human
MGYG000116752	57.12105057	Human
MGYG000116755	47.57044046	Human
MGYG000116808	50.91972489	Human
MGYG000116815	50.55372299	Human
MGYG000116832	53.8931755	Human
MGYG000116835	45.87989085	Human
MGYG000116879	57.39212346	Human
MGYG000116889	43.08025167	Human
MGYG000116891	55.93010079	Human
MGYG000116905	47.14711035	Human
MGYG000116988	46.63710942	Human
MGYG000117055	48.68012994	Human
MGYG000117060	45.7691617	Human
MGYG000117070	45.56528111	Human
MGYG000117078	54.31722692	Human
MGYG000117089	45.46645837	Human
MGYG000117090	55.83151403	Human
MGYG000117101	43.77013527	Human
MGYG000117116	50.31615377	Human
MGYG000117144	55.09701912	Human
MGYG000117150	45.66756428	Human
MGYG000117172	45.90518954	Human
MGYG000117177	46.03432493	Human
MGYG000117182	43.97403481	Human
MGYG000117185	48.73292658	Human
MGYG000117210	45.38616287	Human
MGYG000117226	45.58187694	Human
MGYG000117247	45.1244202	Human
MGYG000117260	45.47281289	Human
MGYG000117268	51.89773385	Human
MGYG000117276	46.31905663	Human
MGYG000117302	53.77910432	Human
MGYG000117312	55.91681896	Human
MGYG000117333	45.04802078	Human
MGYG000117372	44.79036674	Human
MGYG000117380	49.77946728	Human
MGYG000117391	56.4985037	Human
MGYG000117400	51.03151679	Human
MGYG000117451	45.65548254	Human
MGYG000117460	43.37523026	Human
MGYG000117464	49.36745613	Human
MGYG000117488	51.81008587	Human
MGYG000117560	49.15968235	Human
MGYG000117595	45.83265306	Human
MGYG000117606	50.43230195	Human
MGYG000117637	45.54285514	Human
MGYG000117740	46.99562136	Human
MGYG000117746	46.51590042	Human
MGYG000117842	49.84785081	Human
MGYG000117861	49.22547647	Human
MGYG000117878	45.13881285	Human
MGYG000117880	45.58112003	Human
MGYG000117911	45.77421343	Human
MGYG000117952	45.82257014	Human
MGYG000117972	45.69764204	Human
MGYG000117991	46.06258887	Human
MGYG000118097	51.46555167	Human
MGYG000118115	54.87228056	Human
MGYG000118129	49.03510464	Human
MGYG000118163	57.46111298	Human
MGYG000118252	47.35962807	Human
MGYG000118300	45.73097823	Human
MGYG000118314	50.16048804	Human
MGYG000118315	52.34588217	Human
MGYG000118343	46.21955645	Human
MGYG000118393	44.14487854	Human
MGYG000118409	45.27250567	Human
MGYG000118427	50.27438094	Human
MGYG000118437	44.93054052	Human
MGYG000118445	47.22118163	Human
MGYG000118473	43.55598212	Human
MGYG000118516	46.18786742	Human
MGYG000118572	45.95259162	Human
MGYG000118574	45.33946093	Human
MGYG000118592	55.76599237	Human
MGYG000118600	45.50765595	Human
MGYG000118637	52.49424311	Human
MGYG000118665	45.54404567	Human
MGYG000118666	50.80585803	Human
MGYG000118669	45.13036016	Human
MGYG000118715	47.35008	Human
MGYG000118782	45.29666607	Human
MGYG000118820	49.8084655	Human
MGYG000118836	44.15848859	Human
MGYG000118838	45.33389566	Human
MGYG000118841	45.13363088	Human
MGYG000118862	55.78622525	Human
MGYG000118891	45.78734845	Human
MGYG000118896	45.34902834	Human
MGYG000118897	46.3505984	Human
MGYG000118917	50.62661893	Human
MGYG000118923	49.87461669	Human
MGYG000118962	46.88932743	Human
MGYG000118999	51.70337414	Human
MGYG000119069	45.43643628	Human
MGYG000119085	51.74946325	Human
MGYG000119135	55.63498368	Human
MGYG000119142	38.94444906	Human
MGYG000119154	45.2899902	Human
MGYG000119169	50.93650557	Human
MGYG000119228	45.52304458	Human
MGYG000119237	55.4594359	Human
MGYG000119258	51.27137067	Human
MGYG000119265	51.15308268	Human
MGYG000119274	50.65378231	Human
MGYG000119292	45.46157102	Human
MGYG000119320	43.43626267	Human
MGYG000119333	50.25699312	Human
MGYG000119336	52.46146773	Human
MGYG000119378	44.53651025	Human
MGYG000119384	45.49656979	Human
MGYG000119461	45.7324477	Human
MGYG000119497	46.04006577	Human
MGYG000119510	51.0374542	Human
MGYG000119541	50.98878495	Human
MGYG000119618	43.80757788	Human
MGYG000119620	45.7267614	Human
MGYG000119679	56.21882534	Human
MGYG000119683	46.36099116	Human
MGYG000119691	50.24625007	Human
MGYG000119705	55.8492143	Human
MGYG000119709	45.75547487	Human
MGYG000119718	50.4181739	Human
MGYG000119731	45.13990555	Human
MGYG000119786	46.29456808	Human
MGYG000119788	46.13482985	Human
MGYG000119798	45.8861788	Human
MGYG000119822	47.79410476	Human
MGYG000119837	46.31566919	Human
MGYG000119906	47.36551102	Human
MGYG000119921	47.70848755	Human
MGYG000119922	52.12433379	Human
MGYG000119942	43.10812029	Human
MGYG000119945	49.46457613	Human
MGYG000119967	49.95160668	Human
MGYG000119991	49.41297812	Human
MGYG000119994	50.52342282	Human
MGYG000119999	52.74534469	Human
MGYG000120047	50.80554053	Human
MGYG000120100	48.30226502	Human
MGYG000120122	45.91710143	Human
MGYG000120157	49.77326765	Human
MGYG000120250	45.80092216	Human
MGYG000120333	45.62349708	Human
MGYG000120351	45.81003599	Human
MGYG000120356	51.84328826	Human
MGYG000120401	45.61923745	Human
MGYG000120486	46.83975037	Human
MGYG000120506	46.0471805	Human
MGYG000120558	54.97982364	Human
MGYG000120627	45.40408147	Human
MGYG000120639	47.45801186	Human
MGYG000120691	45.1539383	Human
MGYG000120696	46.28252649	Human
MGYG000120712	55.72519159	Human
MGYG000120722	47.0828395	Human
MGYG000120734	49.58077231	Human
MGYG000120748	45.93093552	Human
MGYG000120754	43.71936927	Human
MGYG000120783	49.4976396	Human
MGYG000120826	50.30123803	Human
MGYG000120833	50.46976419	Human
MGYG000120849	50.94424645	Human
MGYG000120873	51.08252153	Human
MGYG000120885	56.97888551	Human
MGYG000120894	44.07261242	Human
MGYG000120909	47.75929224	Human
MGYG000120953	56.02761945	Human
MGYG000120963	46.65215536	Human
MGYG000121026	47.0123855	Human
MGYG000121027	56.21642285	Human
MGYG000121044	54.64919178	Human
MGYG000121076	47.33441063	Human
MGYG000121080	55.84216182	Human
MGYG000121093	52.37139078	Human
MGYG000121112	42.35648291	Human
MGYG000121118	43.14093036	Human
MGYG000121234	46.12776804	Human
MGYG000121263	44.73532748	Human
MGYG000121267	46.38571995	Human
MGYG000121269	51.424173	Human
MGYG000121295	45.83030597	Human
MGYG000121336	46.36706712	Human
MGYG000121365	46.7078692	Human
MGYG000121367	45.62504359	Human
MGYG000121389	50.26556426	Human
MGYG000121503	51.33055575	Human
MGYG000121514	49.8275468	Human
MGYG000121515	45.38090501	Human
MGYG000121543	55.56062911	Human
MGYG000121570	45.17805849	Human
MGYG000121579	45.16720908	Human
MGYG000121583	45.78930063	Human
MGYG000121646	45.08302935	Human
MGYG000121650	50.64086467	Human
MGYG000121684	45.37196112	Human
MGYG000121710	54.24941188	Human
MGYG000121737	45.75760806	Human
MGYG000121739	45.9637833	Human
MGYG000121743	46.54759273	Human
MGYG000121755	45.34541823	Human
MGYG000121859	46.75640073	Human
MGYG000121881	55.25260312	Human
MGYG000121989	46.22191499	Human
MGYG000122001	46.70733248	Human
MGYG000122017	46.14671765	Human
MGYG000122064	47.84570277	Human
MGYG000122141	45.92978261	Human
MGYG000122161	45.66488363	Human
MGYG000122175	51.82307899	Human
MGYG000122180	39.05550263	Human
MGYG000122191	51.23295245	Human
MGYG000122196	45.66197377	Human
MGYG000122206	45.02987895	Human
MGYG000122225	46.79981508	Human
MGYG000122245	50.77938963	Human
MGYG000122247	46.13245439	Human
MGYG000122294	46.30071774	Human
MGYG000122299	45.65940109	Human
MGYG000122305	49.65904784	Human
MGYG000122306	48.62276272	Human
MGYG000122324	47.04668208	Human
MGYG000122340	47.90540015	Human
MGYG000122408	43.41843372	Human
MGYG000122446	51.09410313	Human
MGYG000122469	45.92441215	Human
MGYG000122503	51.65850333	Human
MGYG000122545	51.45684048	Human
MGYG000122553	51.62138585	Human
MGYG000122564	43.16122493	Human
MGYG000122582	48.48179694	Human
MGYG000122599	52.66271617	Human
MGYG000122601	44.63030925	Human
MGYG000122643	50.67099737	Human
MGYG000122677	46.10197263	Human
MGYG000122714	46.05665232	Human
MGYG000122719	45.8385371	Human
MGYG000122723	51.69842069	Human
MGYG000122750	50.36329111	Human
MGYG000122820	50.12738101	Human
MGYG000122825	46.95617032	Human
MGYG000122839	50.16559157	Human
MGYG000122870	45.54246195	Human
MGYG000122881	45.76603071	Human
MGYG000122901	49.97323349	Human
MGYG000122967	50.84607112	Human
MGYG000122976	45.93359385	Human
MGYG000123068	45.968066	Human
MGYG000123130	55.35171145	Human
MGYG000123135	47.03229217	Human
MGYG000123140	50.09212456	Human
MGYG000123165	52.0389799	Human
MGYG000123174	45.36370957	Human
MGYG000123188	45.5149375	Human
MGYG000123212	45.64185032	Human
MGYG000123221	49.83595701	Human
MGYG000123352	49.83872823	Human
MGYG000123374	50.76381029	Human
MGYG000123375	47.47068439	Human
MGYG000123392	55.19484757	Human
MGYG000123409	45.76743028	Human
MGYG000123451	52.17086295	Human
MGYG000123491	46.18906367	Human
MGYG000123496	55.78038611	Human
MGYG000123514	51.95120208	Human
MGYG000123535	45.32925046	Human
MGYG000123587	49.41177842	Human
MGYG000123590	53.80082681	Human
MGYG000123645	47.66063203	Human
MGYG000123720	53.37713385	Human
MGYG000123755	46.03273947	Human
MGYG000123891	46.26897859	Human
MGYG000123895	45.58086314	Human
MGYG000123938	44.19763644	Human
MGYG000123954	45.69496197	Human
MGYG000123975	43.74288046	Human
MGYG000123977	55.6044002	Human
MGYG000123996	51.15970198	Human
MGYG000124078	50.8912121	Human
MGYG000124164	54.94286013	Human
MGYG000124185	45.50720708	Human
MGYG000124189	50.46832711	Human
MGYG000124220	50.20153912	Human
MGYG000124265	43.47954115	Human
MGYG000124286	51.75888153	Human
MGYG000124319	47.8309805	Human
MGYG000124335	46.70673317	Human
MGYG000124456	43.11735892	Human
MGYG000124491	51.96552686	Human
MGYG000124503	47.11865115	Human
MGYG000124519	53.65966713	Human
MGYG000124532	50.69703893	Human
MGYG000124544	54.85318425	Human
MGYG000124566	44.90805194	Human
MGYG000124580	52.18962237	Human
MGYG000124646	55.26095336	Human
MGYG000124662	39.2648131	Human
MGYG000124693	45.61940539	Human
MGYG000124735	48.05981776	Human
MGYG000124751	48.14692321	Human
MGYG000124760	48.31195731	Human
MGYG000124772	52.36011528	Human
MGYG000124783	46.42877617	Human
MGYG000124803	50.25856922	Human
MGYG000124840	45.66327662	Human
MGYG000124848	45.35467846	Human
MGYG000124895	46.95763689	Human
MGYG000124903	48.29729454	Human
MGYG000124965	46.35701468	Human
MGYG000124966	52.82910948	Human
MGYG000124992	45.30185393	Human
MGYG000125068	52.36463907	Human
MGYG000125115	46.54532891	Human
MGYG000125116	53.75558547	Human
MGYG000125160	45.97234684	Human
MGYG000125253	56.64163759	Human
MGYG000125276	45.26257267	Human
MGYG000125341	45.04580575	Human
MGYG000125416	45.28495469	Human
MGYG000125424	55.27436436	Human
MGYG000125468	49.53982583	Human
MGYG000125506	45.81115788	Human
MGYG000125509	45.50354271	Human
MGYG000125510	50.55110477	Human
MGYG000125513	54.91248379	Human
MGYG000125568	43.23709243	Human
MGYG000125591	46.88857137	Human
MGYG000125605	45.89479844	Human
MGYG000125632	46.26633809	Human
MGYG000125648	55.61936416	Human
MGYG000125683	45.20518289	Human
MGYG000125691	51.09919628	Human
MGYG000125703	43.55971371	Human
MGYG000125712	47.65982002	Human
MGYG000125731	43.67183147	Human
MGYG000125807	39.32077572	Human
MGYG000125846	56.04219087	Human
MGYG000125883	49.19656026	Human
MGYG000125885	43.32286014	Human
MGYG000125886	51.41867717	Human
MGYG000125910	43.68014821	Human
MGYG000125919	43.14188967	Human
MGYG000125953	45.85747664	Human
MGYG000125981	49.72070457	Human
MGYG000125988	46.49494677	Human
MGYG000125998	51.53940725	Human
MGYG000126005	43.83355312	Human
MGYG000126021	45.73331948	Human
MGYG000126042	46.12539294	Human
MGYG000126059	48.86686388	Human
MGYG000126069	45.63173643	Human
MGYG000126087	45.49756261	Human
MGYG000126136	47.23633907	Human
MGYG000126188	46.60893449	Human
MGYG000126191	45.52411199	Human
MGYG000126311	50.20505168	Human
MGYG000126320	45.52724159	Human
MGYG000126327	45.30993538	Human
MGYG000126353	46.09472062	Human
MGYG000126371	53.8576567	Human
MGYG000126437	48.72965283	Human
MGYG000126460	50.60779177	Human
MGYG000126483	45.6028321	Human
MGYG000126498	46.06892776	Human
MGYG000126506	45.89865083	Human
MGYG000126575	50.93569871	Human
MGYG000126584	45.51372612	Human
MGYG000126729	47.46399143	Human
MGYG000126763	50.59844826	Human
MGYG000126766	46.32275474	Human
MGYG000126771	47.02765398	Human
MGYG000126788	54.61776167	Human
MGYG000126797	52.16199286	Human
MGYG000126807	55.49983818	Human
MGYG000126817	46.61764847	Human
MGYG000126834	45.07818192	Human
MGYG000126851	45.25550908	Human
MGYG000126853	45.30500926	Human
MGYG000126883	54.54160133	Human
MGYG000126913	39.09701126	Human
MGYG000126914	46.08559741	Human
MGYG000126965	48.96864118	Human
MGYG000126975	47.17728195	Human
MGYG000126983	51.39173134	Human
MGYG000127025	49.2054715	Human
MGYG000127050	45.46498423	Human
MGYG000127082	46.30888881	Human
MGYG000127086	45.55488324	Human
MGYG000127095	51.09377026	Human
MGYG000127142	51.85883579	Human
MGYG000127165	45.50165942	Human
MGYG000127178	54.31282891	Human
MGYG000127184	50.9870288	Human
MGYG000127185	51.74413877	Human
MGYG000127200	54.31842667	Human
MGYG000127289	53.27220824	Human
MGYG000127306	50.83021516	Human
MGYG000127318	43.34934667	Human
MGYG000127334	50.20623226	Human
MGYG000127342	46.46420353	Human
MGYG000127370	51.53175504	Human
MGYG000127404	49.31667894	Human
MGYG000127492	49.84971092	Human
MGYG000127552	45.30466347	Human
MGYG000127606	47.76786043	Human
MGYG000127614	51.76430042	Human
MGYG000127642	53.01586575	Human
MGYG000127644	52.96937537	Human
MGYG000127665	54.46622756	Human
MGYG000127706	45.28088141	Human
MGYG000127772	45.77281851	Human
MGYG000127838	45.3915089	Human
MGYG000127846	48.30143408	Human
MGYG000127853	49.17012804	Human
MGYG000127866	46.31102379	Human
MGYG000127955	46.84549735	Human
MGYG000128017	50.62418071	Human
MGYG000128049	45.43326679	Human
MGYG000128053	45.93160563	Human
MGYG000128079	45.21823338	Human
MGYG000128083	50.56609133	Human
MGYG000128106	50.66464983	Human
MGYG000128107	51.96145423	Human
MGYG000128118	44.93004909	Human
MGYG000128128	50.60707985	Human
MGYG000128199	51.50013996	Human
MGYG000128235	47.63638359	Human
MGYG000128260	50.12269639	Human
MGYG000128293	55.29339967	Human
MGYG000128296	48.14476501	Human
MGYG000128309	49.43261461	Human
MGYG000128322	43.35565827	Human
MGYG000128324	54.8125702	Human
MGYG000128347	42.68260729	Human
MGYG000128491	47.00093785	Human
MGYG000128560	43.33435989	Human
MGYG000128564	46.09660693	Human
MGYG000128646	45.75304876	Human
MGYG000128669	50.78623225	Human
MGYG000128670	55.34974257	Human
MGYG000128671	52.21400569	Human
MGYG000128710	50.49136671	Human
MGYG000128715	49.13157326	Human
MGYG000128717	50.20135584	Human
MGYG000128742	50.60127714	Human
MGYG000128744	44.98037884	Human
MGYG000128781	45.37299607	Human
MGYG000128817	47.83058525	Human
MGYG000128871	51.86253729	Human
MGYG000128905	50.4509802	Human
MGYG000128920	46.03029538	Human
MGYG000129110	50.93810114	Human
MGYG000129128	45.03271662	Human
MGYG000129170	52.18597134	Human
MGYG000129179	50.50728974	Human
MGYG000129209	48.83116686	Human
MGYG000129226	46.76505297	Human
MGYG000129232	45.55055028	Human
MGYG000129239	47.63453928	Human
MGYG000129274	45.60913075	Human
MGYG000129285	50.00203236	Human
MGYG000129315	47.3675273	Human
MGYG000129370	44.1863925	Human
MGYG000129389	54.97707909	Human
MGYG000129419	45.70647286	Human
MGYG000129438	55.10539329	Human
MGYG000129447	47.87821165	Human
MGYG000129471	56.69781543	Human
MGYG000129555	45.24452794	Human
MGYG000129559	45.54912085	Human
MGYG000129568	46.62376582	Human
MGYG000129599	46.36435196	Human
MGYG000129618	51.00713416	Human
MGYG000129622	45.86192036	Human
MGYG000129641	51.18825273	Human
MGYG000129656	50.44005658	Human
MGYG000129702	45.65905147	Human
MGYG000129719	45.56051792	Human
MGYG000129751	45.88090787	Human
MGYG000129759	46.08498014	Human
MGYG000129797	45.82607074	Human
MGYG000129805	43.06126078	Human
MGYG000129845	54.43124097	Human
MGYG000129849	44.08426318	Human
MGYG000129854	50.2452343	Human
MGYG000129871	45.99203014	Human
MGYG000129894	55.42603879	Human
MGYG000129918	51.33744108	Human
MGYG000129920	46.00321237	Human
MGYG000129969	50.74081554	Human
MGYG000129982	45.77919643	Human
MGYG000129995	45.6337341	Human
MGYG000130006	44.66164354	Human
MGYG000130018	53.11812266	Human
MGYG000130035	45.62043686	Human
MGYG000130041	54.68000566	Human
MGYG000130059	45.50122907	Human
MGYG000130061	45.4074052	Human
MGYG000130069	50.85687687	Human
MGYG000130088	46.90634049	Human
MGYG000130129	50.47669918	Human
MGYG000130163	48.68752854	Human
MGYG000130168	50.22413108	Human
MGYG000130269	44.75751392	Human
MGYG000130277	48.99610728	Human
MGYG000130305	45.40237712	Human
MGYG000130386	54.56895748	Human
MGYG000130403	45.42015961	Human
MGYG000130411	46.09302012	Human
MGYG000130572	51.2656047	Human
MGYG000130579	56.38812092	Human
MGYG000130686	42.10183074	Human
MGYG000130708	49.85650777	Human
MGYG000130719	46.32370496	Human
MGYG000130739	48.67865295	Human
MGYG000130760	55.35498556	Human
MGYG000130762	55.37031731	Human
MGYG000130796	44.39745222	Human
MGYG000130896	46.19344759	Human
MGYG000130906	49.15026685	Human
MGYG000130953	45.47450433	Human
MGYG000130992	47.16347188	Human
MGYG000131012	49.81146656	Human
MGYG000131037	51.29245878	Human
MGYG000131051	46.99784211	Human
MGYG000131081	48.65507208	Human
MGYG000131095	45.58001482	Human
MGYG000131178	39.15414304	Human
MGYG000131199	46.30548441	Human
MGYG000131231	45.99091511	Human
MGYG000131239	47.09698972	Human
MGYG000131253	46.32046374	Human
MGYG000131267	50.88652544	Human
MGYG000131292	45.83795756	Human
MGYG000131313	54.90368094	Human
MGYG000131388	46.18866943	Human
MGYG000131455	45.01871132	Human
MGYG000131463	49.01612263	Human
MGYG000131600	50.68888693	Human
MGYG000131657	46.21594643	Human
MGYG000131658	46.19285476	Human
MGYG000131659	55.05370099	Human
MGYG000131679	45.87990961	Human
MGYG000131711	51.82198389	Human
MGYG000131730	48.90461429	Human
MGYG000131741	45.37198167	Human
MGYG000131750	47.2730208	Human
MGYG000131777	49.03119174	Human
MGYG000131801	43.00779306	Human
MGYG000131861	45.60232357	Human
MGYG000131868	46.04614481	Human
MGYG000131870	57.78013787	Human
MGYG000131987	53.88866191	Human
MGYG000132000	54.30442205	Human
MGYG000132045	49.32805405	Human
MGYG000132089	45.49819933	Human
MGYG000132093	47.24678101	Human
MGYG000132107	48.55719419	Human
MGYG000132123	50.71283111	Human
MGYG000132132	51.82186802	Human
MGYG000132140	49.55522268	Human
MGYG000132150	48.33028776	Human
MGYG000132181	47.55415802	Human
MGYG000132233	50.6091117	Human
MGYG000132264	49.52109941	Human
MGYG000132278	49.6710068	Human
MGYG000132298	47.75451522	Human
MGYG000132322	45.4134272	Human
MGYG000132336	45.45375388	Human
MGYG000132343	42.79585968	Human
MGYG000132354	46.90976706	Human
MGYG000132368	45.64753594	Human
MGYG000132376	55.45450124	Human
MGYG000132393	39.31147904	Human
MGYG000132427	54.13590674	Human
MGYG000132453	46.43631346	Human
MGYG000132480	45.38594808	Human
MGYG000132514	51.64570875	Human
MGYG000132572	46.27953567	Human
MGYG000132595	45.27169494	Human
MGYG000132606	43.3904705	Human
MGYG000132623	52.74155821	Human
MGYG000132634	45.51099208	Human
MGYG000132641	46.40553299	Human
MGYG000132666	50.60552549	Human
MGYG000132805	47.13371668	Human
MGYG000132918	45.56961212	Human
MGYG000132921	42.51250846	Human
MGYG000132935	51.25316247	Human
MGYG000132948	44.95599408	Human
MGYG000132962	43.14882696	Human
MGYG000132965	51.79776325	Human
MGYG000132986	45.21727151	Human
MGYG000133018	50.57012844	Human
MGYG000133097	48.22356598	Human
MGYG000133129	45.75836313	Human
MGYG000133159	49.93543008	Human
MGYG000133260	54.28205324	Human
MGYG000133295	46.86310663	Human
MGYG000133305	50.33803088	Human
MGYG000133308	50.14272592	Human
MGYG000133317	47.54934443	Human
MGYG000133363	45.74047063	Human
MGYG000133393	50.6542732	Human
MGYG000133399	45.4491894	Human
MGYG000133401	45.71771457	Human
MGYG000133419	53.47401421	Human
MGYG000133461	50.38135909	Human
MGYG000133471	53.08611413	Human
MGYG000133502	51.14117627	Human
MGYG000133526	46.58814914	Human
MGYG000133530	43.55580057	Human
MGYG000133542	45.10651194	Human
MGYG000133578	42.30323677	Human
MGYG000133581	45.17105103	Human
MGYG000133648	45.90450047	Human
MGYG000133654	56.97249177	Human
MGYG000133662	45.68057689	Human
MGYG000133709	51.7494691	Human
MGYG000133811	45.10849316	Human
MGYG000133851	45.59749649	Human
MGYG000133866	49.84507875	Human
MGYG000133889	52.34537561	Human
MGYG000133898	53.47562872	Human
MGYG000133900	45.32198554	Human
MGYG000133919	45.72528752	Human
MGYG000133976	45.72353293	Human
MGYG000134012	43.76191803	Human
MGYG000134031	46.92060576	Human
MGYG000134055	55.71786378	Human
MGYG000134071	50.25699323	Human
MGYG000134072	46.19292567	Human
MGYG000134077	44.84050703	Human
MGYG000134123	46.14869264	Human
MGYG000134128	53.90530466	Human
MGYG000134141	55.76209668	Human
MGYG000134143	54.44260506	Human
MGYG000134156	45.21835695	Human
MGYG000134161	50.28297784	Human
MGYG000134182	53.17590814	Human
MGYG000134237	50.36423547	Human
MGYG000134284	53.85807166	Human
MGYG000134297	50.3668039	Human
MGYG000134329	43.47141954	Human
MGYG000134385	50.33139774	Human
MGYG000134415	43.4125996	Human
MGYG000134476	45.49818175	Human
MGYG000134563	46.90338317	Human
MGYG000134567	49.88778659	Human
MGYG000134624	46.70374598	Human
MGYG000134657	46.59400279	Human
MGYG000134678	45.8317947	Human
MGYG000134692	48.84551069	Human
MGYG000134716	46.05384312	Human
MGYG000134815	47.60740156	Human
MGYG000134838	50.78360534	Human
MGYG000134841	51.12130868	Human
MGYG000134844	45.33696118	Human
MGYG000134847	54.11307369	Human
MGYG000134869	55.79376776	Human
MGYG000134885	47.03770368	Human
MGYG000134917	47.92392834	Human
MGYG000134972	50.95407881	Human
MGYG000134996	54.52158146	Human
MGYG000135017	45.42400776	Human
MGYG000135068	44.70306159	Human
MGYG000135112	51.88680916	Human
MGYG000135143	50.45413219	Human
MGYG000135199	55.32323925	Human
MGYG000135246	53.42423929	Human
MGYG000135295	54.45230545	Human
MGYG000135376	43.65602613	Human
MGYG000135418	50.459673	Human
MGYG000135427	46.17722075	Human
MGYG000135464	46.50179012	Human
MGYG000135530	50.66572615	Human
MGYG000135545	45.30209946	Human
MGYG000135556	43.30250738	Human
MGYG000135569	48.70605853	Human
MGYG000135576	51.62193201	Human
MGYG000135587	45.12316978	Human
MGYG000135591	45.89779724	Human
MGYG000135647	45.36746767	Human
MGYG000135686	46.64422451	Human
MGYG000135718	55.15617482	Human
MGYG000135723	55.54573428	Human
MGYG000135866	45.88014507	Human
MGYG000135881	45.03052942	Human
MGYG000135885	45.57700375	Human
MGYG000135912	53.31518782	Human
MGYG000135933	45.9756574	Human
MGYG000135953	51.78841694	Human
MGYG000135971	50.32086551	Human
MGYG000136018	49.53705561	Human
MGYG000136105	55.27973417	Human
MGYG000136118	55.19268354	Human
MGYG000136125	55.03927601	Human
MGYG000136158	45.30913968	Human
MGYG000136187	52.01872933	Human
MGYG000136194	51.4078265	Human
MGYG000136233	44.7410747	Human
MGYG000136283	49.92730492	Human
MGYG000136299	46.86282684	Human
MGYG000136327	56.00946495	Human
MGYG000136342	53.56861455	Human
MGYG000136347	45.0794447	Human
MGYG000136377	56.03291999	Human
MGYG000136387	53.35879137	Human
MGYG000136394	45.29612003	Human
MGYG000136408	58.03052514	Human
